Headline,Datetime
"המשטרה על קידום רפ""ק סוויסה: ""המפכ""ל פועל עפ""י חוק, הצגת המקרה שגויה""",2024-08-27T08:18:59
"גנץ נגד קב""נית אלכסנדרוני: ""בצה""ל משרתים חיילים מכל העם""",2024-08-27T08:14:16
הרוג בתאונת דרכים בין רכב ומשאית ליד בית שאן,2024-08-27T08:10:32
הנרצח ה-156 השנה בחברה הערבית: מת מפצעיו הצעיר שנורה בשישי בנגב,2024-08-27T08:05:59
"לוחם מילואים על אמירת הקב""נית נגד הציונות הדתית: ""כולנו רוצים לחיות ביחד""",2024-08-27T08:00:36
דיווח לבנוני: 4 פצועים בתקיפות הישראליות היום,2024-08-27T07:50:09
"לפיד: ""לוין הודיע שהמלחמה נגמרה והוא חוזר למחוק את הדמוקרטיה""",2024-08-27T07:48:38
דיווח: אוקראינה מנסה לחדור למחוז בלגורוד שברוסיה,2024-08-27T07:45:58
בעקבות חיסול 5 מחבלים במחנה הפליטים הסמוך: שביתות נרחבות נפתחו בטול כרם,2024-08-27T07:37:24
"הפרקליטות החליטה ברגע האחרון: רצח לוחם השב""ס יוחאי אבני - פיגוע",2024-08-27T07:31:04
אחרי כמעט 15 שנה: להקת אואזיס מודיעה על איחוד בסיבוב הופעות חדש,2024-08-27T07:14:17
"סביבת לוין תוקפת את בג""ץ אחרי הדרישה לכנס את הוועדה למינוי שופטים",2024-08-27T07:10:38
יתושות המאובחנות עם קדחת מערב הנילוס נלכדו בכמה אזורים בארץ,2024-08-27T06:56:52
"אחיין של חטוף שנפצע בהפגנה: ""בן גביר גורם למשטרה לרקוד לפי החליל שלו""",2024-08-27T06:51:30
שופטי העליון במסר ללוין: כנס את הוועדה לבחירת שופטים - או שניתן פסק דין,2024-08-27T06:49:49
דיווח על תקיפה בדרום לבנון,2024-08-27T06:35:11
שוהה בלתי חוקי מעזה נעצר אחרי שגנב רכב מראשון לציון,2024-08-27T06:30:46
"בן 18 נפל מגובה של כ-10 מטרים בחיפה, מצבו קשה",2024-08-27T06:25:28
"אח של חטוף: ""מציע לשרה רגב להתרכז בלהחזיר חטופים, שהם יהיו הקהל בטקס""",2024-08-27T06:23:39
"אישום: הונה כ-30 קורבנות, בהם קשישים, ו""קנה"" מהם רכבי יד 2 ללא תשלום",2024-08-27T06:15:14
"אוקראינה: יירטנו 15 כטב""מים וכמה טילים שרוסיה שיגרה לעבר קייב הלילה",2024-08-27T06:05:08
"הורים מהצפון: ""הממשלה הפקירה את הילדים שלנו, לא נשלח אותם לבתי הספר""",2024-08-27T05:58:40
דיווח בלבנון: תקיפה ישראלית בשטח פתוח בדרום המדינה,2024-08-27T05:54:21
ההרוג בתקרית הירי בכפר הפלסטיני בלילה: ערבי-ישראלי בן 40,2024-08-27T05:46:27
"אונר""א: פתחנו 4 מרפאות זמניות במרכז ובדרום רצועת עזה",2024-08-27T05:35:19
הסתיימה חסימת איילון דרום על-ידי המפגינים למען העסקה,2024-08-27T05:14:53
האזעקה באצבע הגליל - זיהוי שווא,2024-08-27T05:08:28
מפגינים למען עסקת חטופים חוסמים את איילון דרום,2024-08-27T05:02:25
האזעקה בנחל עוז - זיהוי שווא,2024-08-27T04:53:48
אזעקה באצבע הגליל,2024-08-27T04:52:58
"תקרית ליד בית לחם: ערבי-ישראלי נהרג מאש ישראלים, 4 פלסטינים נפצעו",2024-08-27T04:45:21
צבע אדום בעוטף,2024-08-27T04:37:58
"דיווח: המו""מ בקהיר עסק בפירוט בסוגיית פילדלפי, אופטימיות לגבי חתימת הסכם",2024-08-27T04:24:23
"נתניהו שלח את צוות המו""מ עם מתווה שנפסל לפני חודשים: חפירת תעלות בנצרים",2024-08-27T04:16:51
"סעודיה מגנה את דברי בן גביר: ""מתנגדים להצהרות קיצוניות ופרובוקציות""",2024-08-27T03:54:49
"ביידן גינה את התקיפות באוקראינה: ""רוסיה רוצה להטיל עליהם חושך""",2024-08-27T03:27:21
התחזית: עומסי חום כבדים עד קיצוניים ברוב הארץ,2024-08-27T02:37:55
"הרמטכ""ל האמריקני: ""הסיכון למלחמה אזורית פחת, אך תלוי איך איראן תגיב""",2024-08-27T01:05:03
"ב-3 אירועי אלימות: נער נפצע בינוני בנתניה, שני גברים נפצעו בת""א וטייבה",2024-08-27T00:29:36
"צה""ל: נשלל החשד לאירוע חטיפה בשומרון",2024-08-26T23:39:14
"אוקראינה: הרוג, 4 פצועים ו-5 נעדרים בתקיפה רוסית במרכז המדינה",2024-08-26T22:47:38
"החשש לחטיפת נערה בשומרון: הרכב אותר, האירוע מסתמן כשווא",2024-08-26T21:46:20
"הפלסטינים: מתנחלים ירו למוות באדם אחד ופצעו שלושה נוספים ביו""ש",2024-08-26T21:34:23
דיווחים בלבנון על תקיפות ארטילריה בדרום המדינה,2024-08-26T20:56:44
"גורמים ביטחוניים: טרם התקבל אימות לחשש לחטיפה, צה""ל ממשיך לחסום צירים",2024-08-26T20:53:47
"הדיווח על החשש לחטיפה בשומרון: ""צעירה צעקה 'הצילו' ברכב בצומת תפוח""",2024-08-26T20:42:17
נקבע מותו של הצעיר שנורה מחוץ למסגד בכפר קרע,2024-08-26T20:40:07
"צה""ל: התקבל דיווח על אירוע חטיפה בשומרון, כוחות רבים הוקפצו",2024-08-26T20:33:07
"הנרצח באשקלון - נאסר נויסירי, בן 24 מריינה",2024-08-26T20:29:28
אחד ההרוגים בנור א-שמס - משוחרר בעסקת החטופים שהפך שוב למבוקש,2024-08-26T20:17:47
"האו""ם: לפחות 30 הרוגים בקריסת סכר בסודן",2024-08-26T20:02:54
"צה""ל: תקפנו מהאוויר חדר מבצעים במחנה פליטים ליד טול כרם. הפלסטינים: 5 נהרגו",2024-08-26T19:27:04
נפתחה המערכת להגשת תביעות לפיצויים עבור בעלי עסקים מיישובים מפונים,2024-08-26T13:03:17
"חיזבאללה: ""תקפנו באמצעות כטב""ם 'ציוד ריגול' במוצב ישראלי""",2024-08-26T12:47:03
"בכיר מצרי: ""לא נקבל נוכחות ישראלית במעבר רפיח או ציר פילדלפי""",2024-08-26T12:45:26
שר הפנים קבע: הבחירות המקומיות בקריית שמונה ושלומי - בפברואר הבא,2024-08-26T12:40:27
צעיר נפצע באורח קשה בתאונת דרכים סמוך למחלף פולג,2024-08-26T12:38:05
בגלל תאונת דרכים: שני נתיבים נחסמו בכביש החוף במחלף פולג לדרום,2024-08-26T12:27:05
הממשלה אישרה: מפונים מהצפון והדרום יוכלו לשהות במלונות עד ל-31 בדצמבר,2024-08-26T12:25:41
"סקיי ניוז בערבית: ""המדיניות הרכה של ארה""ב מול נתניהו לא עובדת""",2024-08-26T12:15:02
דיווח בלבנון: ירי ארטילרי ותקיפה אווירית בדרום המדינה,2024-08-26T12:06:10
"רוסיה: פגענו במתקני כוח, תחנות גז ומצבור נשק באוקראינה",2024-08-26T11:56:39
"צה""ל: ההתרעה בעוטף - אזעקת שווא",2024-08-26T11:46:51
אזעקות בנחל עוז,2024-08-26T11:35:45
אזעקות בגליל המערבי,2024-08-26T11:17:37
דיווחים בלבנון: מטוסים ישראליים שברו את מחסום הקול בשמי ביירות,2024-08-26T11:17:27
"משרד הבריאות של חמאס: 40,435 פלסטינים נהרגו ברצועה מתחילת המלחמה",2024-08-26T11:09:50
"המשטרה תערוך תרגיל באילת החל מ-16:00, תורגש תנועה ערה של כוחות הביטחון",2024-08-26T11:03:24
"בן גביר ליועמ""שית: ""לא נפל פגם בקידומו של סוויסה, התבססתם על שמועות""",2024-08-26T10:59:25
דיווחים: תקיפות גם בכפר כילא שבדרום לבנון,2024-08-26T10:49:22
דיווחים בלבנון על תקיפה בא-טייבה,2024-08-26T10:43:56
"קנצלר גרמניה: ""מי שאין לו זכות להישאר כאן - יגורש""",2024-08-26T10:04:23
דיווחים: יעד החיסול בצידון - מפקד בחמאס. הוא נפצע באורח קל,2024-08-26T09:59:56
"זלנסקי: רוסיה שיגרה יותר מ-100 טילים וכ-100 כטב""מים לעבר אוקראינה",2024-08-26T09:51:57
"דיווחים פלסטיניים: כ-250,000 אזרחים התפנו מבתיהם בדיר אל-בלח",2024-08-26T09:42:02
כתב אישום הוגש נגד עובד זר ממונגוליה בגין עבירות מין חמורות,2024-08-26T09:32:56
דיווח בלבנון: תקיפת הרכב בצידון - ניסיון חיסול כושל,2024-08-26T09:31:08
פקיסטן: לפחות 39 הרוגים בתקיפת מורדים בדרום מערב המדינה,2024-08-26T09:23:30
דיווח בלבנון: רכב הותקף באזור צידון,2024-08-26T09:20:15
"איראן על מתקפת חיזבאללה: ""ישראל איבדה את ההרתעה""",2024-08-26T09:19:01
צעירה נרצחה בדקירות ברהט,2024-08-26T09:18:43
"לפיד: ""נתניהו איבד שליטה על הממשלה, בן גביר לא סופר אותו ממטר""",2024-08-26T09:00:56
3 בני אדם נדקרו בקרנבל נוטינג היל במערב לונדון,2024-08-26T08:43:41
המשטרה תגיש כתב אישום נגד שלושה חשודים במעורבות בחטיפה והתעללות,2024-08-26T08:40:48
"גלנט תוקף את בן גביר: מעשה מסוכן, מיותר וחסר אחריות",2024-08-26T08:34:11
"אישה מתה באיכילוב כשבוע לאחר שילדה בפעם השביעית, ככל הנראה נדבקה בחיידק טורף",2024-08-26T08:31:54
"הפלסטינים: צה""ל מתקדם באזור חאן יונס",2024-08-26T08:02:13
"ראש מועצת מרום הגליל על פתיחת שנה""ל: ""משחקים ברולטה רוסית על חיי ילדינו""",2024-08-26T07:57:03
"צה""ל: הכוחות השמידו בחאן יונס את המשגר ממנו בוצע ירי לראשון לציון",2024-08-26T07:23:59
"יו""ר ארגון המורים: ""שר החינוך חסר יכולת. נשבית את פתיחת שנת הלימודים""",2024-08-26T07:07:59
"גורמים בסביבת בן גביר: ""ארבל חנפן בלתי נלאה""",2024-08-26T07:06:29
"הרוג ופצועים בקריסת מערת קרח באיסלנד, שניים עדיין נעדרים",2024-08-26T07:00:33
לשכת נתניהו: אין שינוי בסטטוס-קוו בהר הבית,2024-08-26T06:57:27
לפחות שלושה הרוגים בהפצצות הרוסיות באוקראינה,2024-08-26T06:52:01
המטוס ה-500 ברכבת האווירית לשינוע ציוד צבאי וחימושים נחת בישראל,2024-08-26T06:47:28
"ארבל: ""חוסר התבונה של בן גביר יעלה בדמים""",2024-08-26T06:36:56
"שר החוץ האיראני: לא מחפשים להגביר את המתח באזור, אך לא מפחדים לעשות זאת",2024-08-26T06:33:50
"אביו של החטוף איתן מור: ""חמאס רואה שארה""ב וישראל זוחלות אליו למו""מ""",2024-08-26T06:29:12
לקראת שנת הלימודים: ראשי רשויות בצפון ייפגשו עם שר החינוך ומפקד פיקוד העורף,2024-08-26T06:24:57
אחות החייל שנהרג מפגיעת שברי יירוט: תמיד הרגעתי את אמא שלא יקרה לו כלום,2024-08-26T06:14:50
בולען נפער בכביש ברמת גן,2024-08-26T06:02:50
"רוסיה שיגרה מתקפת כטב""מים נגד אוקראינה",2024-08-26T05:42:22
אסון היאכטה באיטליה: הקפטן ייחקר בחשד לרשלנות,2024-08-26T05:41:54
"רוסיה: יירטנו 20 כטב""מים שאוקראינה שיגרה",2024-08-26T04:53:23
"צה""ל על האזעקות באזור הכנרת: ""יורטה מטרה אווירית חשודה""",2024-08-26T04:40:01
בן 11 נפצע קשה בעת רכיבה על אופניים בגבעת אלה,2024-08-26T04:17:59
"פיקוד העורף על החשש לחדירת כלי טיס: ""האירוע הסתיים""",2024-08-26T04:16:53
צעיר נפצע קשה בתאונת אופנוע באזור הכרמל,2024-08-26T04:14:21
אזעקות בדרום-מזרח הכינרת,2024-08-26T04:06:56
התרעות על חדירת כלי טיס בחמת גדר,2024-08-26T04:04:09
"תחזית מזג האוויר: הטמפרטורות יעלו, תורגש הכבדה בעומס החום",2024-08-26T03:04:33
"ארה""ב: אותרה גופת מטיילת שנסחפה בשיטפון בגרנד קניון",2024-08-26T02:32:09
"הבוקר: צה""ל יערוך תרגיל בגליל המזרחי, תורגש תנועת כלי רכב ערה",2024-08-26T01:05:42
אוקראינה: יועץ בטיחות בריטי שעובד עם רויטרס נהרג בתקיפה רוסית על מלון,2024-08-26T00:28:39
איי טונגה: רעידת אדמה בעוצמה 6.6 הכתה בדרום האוקיינוס השקט,2024-08-25T23:46:33
דיווח: 5 הרוגים בהפצצה ישראלית בעיר עזה,2024-08-25T22:53:27
"הבית הלבן: ""מקווים שהמצב במזרח התיכון לא יידרדר למלחמה כוללת""",2024-08-25T22:14:32
